0976-397X,0976-3961	Advanced Materials Letters
2002-441X,2002-4428	Advanced Materials Proceedings
1662-8985	Advanced Materials Research
1662-8958	Advanced Materials Research
2365-709X	Advanced Materials Technologies
2394-5966	Advanced Medical Sciences An International Journal
2213-7467,2213-7467	Advanced Modeling and Simulation in Engineering Sciences
2455-2941	Advanced Nanoscience and Technology An International Journal
2169-0375,1536-1365	Advanced Nonlinear Studies
2195-1071	Advanced Optical Materials
2192-8584,2192-8576	Advanced Optical Technologies
1572-8765,0929-1881	Advanced Performance Materials
2251-7308,2228-5881	Advanced Pharmaceutical Bulletin
2327-3941	Advanced Porous Materials
1568-5527,0921-8831	Advanced Powder Technology
2573-0347	Advanced Practices in Nursing
2472-6400	Advanced Research in Gastroenterology & Hepatology
2543-8050	Advanced Research in Life Sciences
1568-5535,0169-1864	Advanced Robotics
2198-3844,2198-3844	Advanced Science
2164-6627	Advanced Science Engineering and Medicine
2330-0760	Advanced Science Focus
1936-7317,1936-6612	Advanced Science Letters
2198-0926,2198-0926	Advanced Structural and Chemical Imaging
2394-7993	Advanced Studies in Artificial Intelligence
1314-7668,1313-9495	Advanced Studies in Biology
1314-7684,2367-4806	Advanced Studies in Medical Sciences
1314-7609,1313-1311	Advanced Studies in Theoretical Physics
2366-7486	Advanced Sustainable Systems
1615-4169,1615-4150	Advanced Synthesis & Catalysis
2379-1764	Advanced Techniques in Biology & Medicine
2406-2979	Advanced technologies
2392-0327	Advanced Technologies in Mechanics
1710-2251	Advanced Technology for Learning
2394-532X	Advanced Trends in Mathematics
2169-0111	Advancements in Genetic Engineering
1178-6949	Advances and Applications in Bioinformatics and Chemistry
0974-1658	Advances and Applications in Discrete Mathematics
0973-4686	Advances and Applications in Fluid Mechanics
0972-3617	Advances and Applications in Statistics
0882-6110	Advances in Accounting
1687-627X,1687-6261	Advances in Acoustics and Vibration
1793-7175,1793-5369	Advances in Adaptive Data Analysis
2314-7520,2356-6531	Advances in Aerospace Engineering
2473-6724,2473-6708	Advances in Aerospace Science and Technology
2169-0502,2169-0499	Advances in Aging Research
2314-7539,2356-654X	Advances in Agriculture
2287-528X	Advances in aircraft and spacecraft science
0270-3106	Advances in Alcohol & Substance Abuse
2169-2467,2169-2459	Advances in Alzheimer s Disease
2518-3680,2518-3729	Advances in Analysis
2163-1565,2163-1557	Advances in Analytical Chemistry
2163-2839	Advances in Analytical Chemistry of Scientific & Academic Publishing
1072-4109	Advances in Anatomic Pathology
2314-7547,2356-6558	Advances in Anatomy
2314-8446,2356-6566	Advances in Andrology
0737-6146	Advances in Anesthesia
2314-7555,2356-6574	Advances in Anesthesiology
2307-8316,2309-3331	Advances in Animal and Veterinary Sciences
2040-4719,2040-4700	Advances in Animal Biosciences
2163-9361,2163-9353	Advances in Anthropology
2325-7032	Advances in Applied Acoustics
2305-1604	Advances in Applied Biomedicine
1743-6761,1743-6753	Advances in Applied Ceramics
1661-4909,0188-7009	Advances in Applied Clifford Algebras
2324-8009,2324-7991	Advances in Applied Mathematics
1090-2074,0196-8858	Advances in Applied Mathematics
2075-1354,2070-0733	Advances in Applied Mathematics and Mechanics
1314-7617,2367-5632	Advances in Applied Physics
2471-9692	Advances in Applied Physiology
1475-6064,0001-8678	Advances in Applied Probability
2349-2104,0974-3839	Advances in Applied Research
2165-4336,2165-4328	Advances in Applied Sociology
2326-3768,2326-3768	Advances in Archaeological Practice
1687-7489,1687-7470	Advances in Artificial Intelligence
1687-7608,1687-7594	Advances in Artificial Neural Systems
1687-7977,1687-7969	Advances in Astronomy
2227-1481,2227-1481	Advances in Astronomy and Space Physics
2415-6469,2415-6450	Advances in Astrophysics
1861-9533,0256-1530	Advances in Atmospheric Sciences
2056-3868	Advances in Autism
2167-7670	Advances in Automobile Engineering
0146-6402	Advances in Behaviour Research and Therapy
2329-0870	Advances in Biochemistry
1687-8035,1687-8027	Advances in Bioinformatics
2162-2191,2162-2183	Advances in Biological Chemistry
2212-4926	Advances in Biological Regulation
2314-7563,2356-6582	Advances in Biology
2314-7873,2356-6590	Advances in Biomaterials
2287-2094	Advances in Biomechanics and Applications
2328-160X	Advances in Biomedical Engineering Research
2377-0376,2377-035X	Advances in Biomedical Science and Engineering
2313-7479	Advances in Biomedicine and Pharmacy
0065-227X	Advances in Biophysics
2277-1573,0976-4585	Advances in Bioresearch
2330-4154	Advances in Bioscience and Bioengineering
2152-730X,2152-7296	Advances in Bioscience and Biotechnology
2156-8502,2156-8456	Advances in Bioscience and Biotechnology
2203-1413	Advances in Bioscience and Clinical Medicine
2326-473X	Advances in Biosensors and Bioelectronics
2474-7637	Advances in Biotechnology & Microbiology
2314-7857,2356-6604	Advances in Botany
2168-1597,2168-1589	Advances in Breast Cancer Research
1756-2201,1751-2549	Advances in Building Energy Research
1864-8266,1864-8258	Advances in Calculus of Variations
2472-0429	Advances in Cancer Prevention
2326-702X	Advances in Cancer Research & Treatment
2080-2218	Advances in Cell Biology
2001-6220	Advances in Cellular and Molecular Otolaryngology
1751-7605,0951-7197	Advances in Cement Research
2325-6885	Advances in Ceramic Science and Engineering
2160-0406,2160-0392	Advances in Chemical Engineering and Science
2326-5744	Advances in Chemical Science
2314-7571,2356-6612	Advances in Chemistry
1548-5595	Advances in Chronic Kidney Disease
1687-8094,1687-8086	Advances in Civil Engineering
2165-3984	Advances in Civil Engineering Materials
2379-1357	Advances in Civil Engineering Materials
2324-9773	Advances in Classification Research Online
1674-9278	Advances in Climate Change Research
1899-5276	Advances in Clinical and Experimental Medicine
2161-8720,2161-8712	Advances in Clinical Medicine
1895-1171,1895-1171	Advances in Cognitive Psychology
0001-8686	Advances in Colloid and Interface Science
1793-6802,0219-5259	Advances in Complex Systems
1284-8535	Advances in Complex Systems
2383-8477	Advances in Computational Design
1572-9044,1019-7168	Advances in Computational Mathematics
0975-9085,0975-3273	Advances in Computational Research
2169-2483,2169-2475	Advances in Computed Tomography
2314-7601,2356-6620	Advances in Computer Engineering
0973-6999	Advances in Computer Science and Engineering
2163-2944	Advances in Computing
1523-4223	Advances in Developing Human Resources
1574-0870	Advances in Organic Synthesis
0886-1099	Affilia
1474-3892	American Communist History
0735-8547	American Journal of Police
1532-673X	American Politics Research
1463-4996	Anthropological Theory
1523-0864	Antioxidants and Redox Signaling
1087-2906	Antisense and Nucleic Acid Drug Development
0146-6216	Applied Psychological Measurement
1539-4077,1463-4988	Aquatic Ecosystem Health & Management
0167-5427	Aquatic Mammals
1477-903X	Aquatic Resources Culture and Development
0268-0556	Arab Law Quarterly
1474-0222	Arts and Humanities in Higher Education
1038-4111	Asia Pacific Journal of Human Resources
1535-3516	Asian Economic Papers
1017-6748	Asian Libraries
0144-5154	Assembly Automation
1073-1911	Assessment
1362-3613	Autism
0965-7967	Balance Sheet
0145-4455	Behavior Modification
1534-5823	Behavioral and Cognitive Neuroscience Reviews
1463-5771	Benchmarking An International Journal
1552-4175,1099-8004	Biological Research For Nursing
1357-034X	Body & Society
0006-8152	Botanische Jahrbücher
0967-9782	British Ceramic Transactions
0007-0599	British Corrosion Journal
0007-070X	British Food Journal
1466-4100	British Journal of Clinical Governance
0261-510X	British Journal of Developmental Psychology
1359-107X	British Journal of Health Psychology
0956-4748	British Journalism Review
0007-4853	Bulletin of Entomological Research
0007-4918	Bulletin of Indonesian Economic Studies
1475-3820	Bulletin of Spanish Studies
1080-5699	Business Communication Quarterly
0266-3821	Business Information Review
1463-7154	Business Process Management Journal
0955-7571	Cambridge Review of International Affairs
1065-0741	Campus-Wide Information Systems
1521-0987	Care Management Journals
1362-0436	Career Development International
1479-0963	Central Europe
1077-5595	Child Maltreatment
0907-5682	Childhood
0009-4293	CHIMIA International Journal for Chemistry
0009-8604	Clays and Clay Minerals
1534-6501	Clinical Case Studies
1054-7738	Clinical Nursing Research
1650-6073	Cognitive Behaviour Therapy
0160-4953	Collection Building
1386-2073	Combinatorial Chemistry & High Throughput Screening
0093-6502	Communication Research
0010-4140	Comparative Political Studies
1569-1322	Comparative Sociology
1574-0404	Computing Letters
0214-7033	Comunicación Lenguaje y Educación
1138-395X	Comunicación y Cultura
1384-6639	Concepts and Transformation
1566-5836	Consciousness & Emotion
0010-8367	Cooperation and Conflict
1356-3289	Corporate Communications An International Journal
1478-422X	Corrosion Engineering Science and Technology
0011-1287	Crime & Delinquency
1466-8025	Criminal Justice
0093-8548	Criminal Justice and Behavior
0887-4034	Criminal Justice Policy Review
1467-2715	Critical Asian Studies
1066-9922	Critique Critical Middle Eastern Studies
1069-3971	Cross-Cultural Research
0921-3740	Cultural Dynamics
1743-2197	Cultural Politics an International Journal
1362-5179	Cultural Values
1354-067X	Culture & Psychology
1473-5784	Culture Theory and Critique
1567-2050	Current Alzheimer Research
1573-4110	Current Analytical Chemistry
1573-4072	Current Bioactive Compounds
1568-0096	Current Cancer Drug Targets
1573-3947	Current Cancer Therapy Reviews
1573-403X	Current Cardiology Reviews
1573-4099	Current Computer - Aided Drug Design
1573-3998	Current Diabetes Reviews
1567-2018	Current Drug Delivery
1570-1638	Current Drug Discovery Technologies
1389-2002	Current Drug Metabolism
1389-4501	Current Drug Targets
1568-0061	Current Drug Targets - Cardiovascular & Hematological Disorders
1568-007X	Current Drug Targets - CNS & Neurological Disorders
1568-0088	Current Drug Targets - Immune Endocrine & Metabolic Disorders
1568-0053	Current Drug Targets - Infectious Disorders
1568-010X	Current Drug Targets - Inflammation & Allergy
1573-4080	Current Enzyme Inhibition
1566-5232	Current Gene Therapy
1389-2029	Current Genomics
1570-162X	Current HIV Research
1573-4021	Current Hypertension Reviews
1573-3955	Current Immunology Reviews
1573-4056	Current Medical Imaging Reviews
0929-8673	Current Medicinal Chemistry
1568-0118	Current Medicinal Chemistry - Anti-Cancer Agents
1568-0126	Current Medicinal Chemistry - Anti-Infective Agents
1568-0142	Current Medicinal Chemistry - Anti-Inflammatory & Anti-Allergy Agents
1568-0169	Current Medicinal Chemistry - Cardiovascular & Hematological Agents
1568-0150	Current Medicinal Chemistry - Central Nervous System Agents
1568-0134	Current Medicinal Chemistry - Immunology Endocrine & Metabolic Agents
1566-5240	Current Molecular Medicine
1573-4137	Current Nanoscience
1570-159X	Current Neuropharmacology
1567-2026	Current Neurovascular Research
1573-4013	Current Nutrition & Food Science
1385-2728	Current Organic Chemistry
1570-1794	Current Organic Synthesis
1573-3963	Current Pediatric Reviews
1573-4129	Current Pharmaceutical Analysis
1389-2010	Current Pharmaceutical Biotechnology
1381-6128	Current Pharmaceutical Design
1570-1603	Current Pharmacogenomics
1389-2037	Current Protein and Peptide Science
1570-1646	Current Proteomics
1573-4005	Current Psychiatry Reviews
1573-398X	Current Respiratory Medicine Reviews
1573-3971	Current Rheumatology Reviews
1568-0266	Current Topics in Medicinal Chemistry
1570-1611	Current Vascular Pharmacology
1573-4048	Current Women s Health Reviews
0011-5266	Daedalus
0176-4225	Diachronica
1461-4456	Discourse Studies
0158-7919	Distance Education
1388-8951	Document Design
1567-2697	Drug Design Reviews - Online
0888-3254	East European Politics and Societies and Cultures
0143-831X	Economic and Industrial Democracy
0967-4608	Ecumene
0040-0912	Education + Training
0013-1245	Education and Urban Society
0013-1644	Educational and Psychological Measurement
0263-211X	Educational Management & Administration
1741-1432	Educational Management Administration & Leadership
0895-9048	Educational Policy
0142-5455	Employee Relations
0968-4891	Empowerment in Organizations
0144-5987	Energy Exploration & Exploitation
0956-6163	Environmental Management and Health
1479-070X	Equine and Comparative Exercise Physiology
0957-7734	Equine Veterinary Education
1523-150X	Ethical Human Psychology and Psychiatry
1468-7968	Ethnicities
0955-534X	European Business Review
0265-6914	European History Quarterly
1477-3708	European Journal of Criminology
0959-6801	European Journal of Industrial Relations
1460-1060	European Journal of Innovation Management
1354-0661	European Journal of International Relations
0309-0566	European Journal of Marketing
0935-1221	European Journal of Mineralogy
1474-8851	European Journal of Political Theory
1368-4310	European Journal of Social Theory
1356-336X	European Physical Education Review
0969-7764	European Urban and Regional Studies
1356-3890	Evaluation
0193-841X	Evaluation Review
1387-5337	Evolution of Communication
0953-3230	Executive Development
0263-2772	Facilities
1362-704X	Fashion Theory
1468-0777	Feminist Media Studies
1464-7001	Feminist Theory
1525-822X	Field Methods
0015-2218	FinanzArchiv Public Finance Analysis
1751-7443,1552-8014	Food Culture & Society
0957-1558	French Cultural Studies
1574-0889	Frontiers in Drug Design & Discovery
1567-2042	Frontiers in Medicinal Chemistry - Online
1574-0897	Frontiers in Natural Product Chemistry
1863-9135	Fundamental and Applied Limnology / Archiv für Hydrobiologie
0016-5492	Gazette (Leiden Netherlands)
1741-2803,1468-0181	Global Social Policy
0017-3134	Grana
0533-3164	Group Analysis
1742-3430	Headache Care
1363-4593	Health An Interdisciplinary Journal for the Social Study of Health Illness and Medicine
0965-4283	Health Education
1460-4582	Health Informatics Journal
0955-2065	Health Manpower Management
1524-8399	Health Promotion Practice
1540-4153	Hispanic Health Care International
1468-2737	Hispanic Research Journal
0952-6951	History of the Human Sciences
1740-6315	Home Cultures
1084-8223	Home Health Care Management & Practice
1088-7679	Homicide Studies
1403-6096	Housing Theory and Society
1087-1209	Human Dimensions of Wildlife
1534-4843	Human Resource Development Review
0967-0734	Human Resource Management International Digest
1536-8599	Hybridoma and Hybridomics
1365-4802	Improving Schools
0019-7858	Industrial and Commercial Training
0309-0728	Industrial Archaeology Review
0036-8792	Industrial Lubrication and Tribology
0263-5577	Industrial Management & Data Systems
0266-6669	Information Development
0959-3845	Information Technology and People
0957-6061	Integrated Manufacturing Systems
1534-7354	Integrative Cancer Therapies
0308-0188	Interdisciplinary Science Reviews
0264-1615	Interlending & Document Supply
0803-706X	International Forum of Psychoanalysis
1475-472X	International Journal of Aeroacoustics
1465-4652	International Journal of Agile Management Systems
0265-2323	International Journal of Bank Marketing
0955-6214	International Journal of Career Management
0955-6222	International Journal of Clothing Science and Technology
0959-6119	International Journal of Contemporary Hospitality Management
1530-8200	International Journal of Cosmetic Surgery and Aesthetic Dermatology
1367-8779	International Journal of Cultural Studies
0951-354X	International Journal of Educational Management
1468-0874	International Journal of Engine Research
0952-6862	International Journal of Health Care Quality Assurance
1094-3420	The International Journal of High Performance Computing Applications
1461-6718	International Journal of Housing Policy
0143-7720	International Journal of Manpower
0961-7671	International Journal of Pharmacy Practice
0960-0035	International Journal of Physical Distribution & Logistics Management
1741-0401	International Journal of Productivity and Performance Management
0951-3558	International Journal of Public Sector Management
0265-671X	International Journal of Quality & Reliability Management
1359-8538	International Journal of Quality Science
0956-4233	International Journal of Service Industry Management
0306-8293	International Journal of Social Economics
0020-7640	International Journal of Social Psychiatry
1467-6370	International Journal of Sustainability in Higher Education
1742-7584	International Journal of Tropical Insect Science
1466-6189	International Journal on Grey Literature
0265-1335	International Marketing Review
0950-6608	International Materials Reviews
0160-0176	International Regional Science Review
0047-1178	International Relations
0020-8523	International Review of Administrative Sciences
0268-5809	International Sociology
1066-2243	Internet Research
1384-6647	Interpreting
0301-9233	Ironmaking & Steelmaking
0944-5706	Jewish Studies Quarterly
0898-2643	Journal of Aging and Health
1748-3018	Journal of Algorithms & Computational Technology
0733-4648	Journal of Applied Gerontology
1550-7033	Journal of Biomedical Nanotechnology
0095-7984	Journal of Black Psychology
0021-9347	Journal of Black Studies
0373-6687	Journal of Bryology
0021-9436	Journal of Business Communication
1476-6655	Journal of Cancer Epidemiology and Prevention
1069-0727	Journal of Career Assessment
0021-955X	Journal of Cellular Plastics
1367-4935	Journal of Child Health Care
1468-795X	Journal of Classical Sociology
1555-3434	Journal of Cognitive Engineering and Decision Making
0889-8391	Journal of Cognitive Psychotherapy
1468-3768	Journal of Congestive Heart Failure and Circulatory Support
1469-5405	Journal of Consumer Culture
0736-3761	Journal of Consumer Marketing
1043-9862	Journal of Contemporary Criminal Justice
0891-2416	Journal of Contemporary Ethnography
0022-0094	Journal of Contemporary History
1475-3928	Journal of Customer Behaviour
8756-4793	Journal of Diagnostic Medical Sonography
0022-0418	Journal of Documentation
1468-7984	Journal of Early Childhood Literacy
0144-3585	Journal of Economic Studies
0957-8234	Journal of Educational Administration
1933-3196	Journal of EMDR Practice and Research
0075-4242	Journal of English Linguistics
1741-0398	Journal of Enterprise Information Management
1359-5229	Journal of Epidemiology and Biostatistics
0309-0590	Journal of European Industrial Training
0958-9287	Journal of European Social Policy
0363-1990	Journal of Family History
1074-8407	Journal of Family Nursing
1566-5844	Journal of Greek Linguistics
1538-1927	Journal of Hispanic Higher Education
0898-0101	Journal of Holistic Nursing
1096-3480	Journal of Hospitality & Tourism Research
1475-4835	Journal of Human Rights
0165-5515	Journal of Information Science
0932-4569	Journal of Institutional and Theoretical Economics JITE
1469-1930	Journal of Intellectual Capital
1367-3270	Journal of Knowledge Management
0261-927X	Journal of Language and Social Psychology
1469-0047	Journal of Learning Disabilities
0961-0006	Journal of Librarianship and Information Science
1546-1998	Journal of Low Power Electronics
0276-1467	Journal of Macromarketing
0262-1711	Journal of Management Development
1052-5629	Journal of Management Education
1056-4926	Journal of Management Inquiry
1741-038X	Journal of Manufacturing Technology Management
1355-2538	Journal of Marketing Practice Applied Marketing Science
1359-1835	Journal of Material Culture
1062-0656	Journal of Materials Processing and Manufacturing Science
1502-7570	Journal of Military Ethics
1472-5886	Journal of Modern Jewish Studies
1533-4880	Journal of Nanoscience and Nanotechnology
1073-7472	Journal of Nursing Law
1061-3749	Journal of Nursing Measurement
0953-4814	Journal of Organizational Change Management
0022-3433	Journal of Peace Research
1054-9714	Journal of Phase Equilibria
0739-456X	Journal of Planning Education and Research
0885-4122	Journal of Planning Literature
1061-0421	Journal of Product & Brand Management
0958-868X	Journal of Property Finance
1463-578X	Journal of Property Investment and Finance
0960-2712	Journal of Property Valuation and Investment
0269-8811	Journal of Psychopharmacology
1355-2511	Journal of Quality in Maintenance Engineering
0022-4278	Journal of Research in Crime and Delinquency
1475-2409	Journal of Research in International Education
1094-6705	Journal of Service Research
0887-6045	Journal of Services Marketing
1462-6004	Journal of Small Business and Enterprise Development
0265-4075	Journal of Social and Personal Relationships
1469-6053	Journal of Social Archaeology
1468-0173	Journal of Social Work
1527-0025	Journal of Sports Economics
1028-3153	Journal of Studies in International Education
0022-4871	Journal of Teacher Education
1055-3290	Journal of the Association of Nurses in AIDS Care
1059-9630	Journal of Thermal Spray Technology
0047-2875	Journal of Travel Research
1077-5463	Journal of Vibration and Control
1470-4129	Journal of Visual Culture
1366-5626	Journal of Workplace Learning
1464-8849	Journalism
0022-6882	JuristenZeitung
0023-3609	Konsthistorisk tidskrift/Journal of Art History
0368-492X	Kybernetes
0961-5652	Labour History Review
0967-0513	Land Contamination & Reclamation
0272-2690	Language Problems & Language Planning
1362-1688	Language Teaching Research
0265-5322	Language Testing
1387-6759	Languages in Contrast
0094-582X	Latin American Perspectives
1366-0756	Leadership in Health Services
1355-3259	Legal and Criminological Psychology
1570-1808	Letters in Drug Design & Discovery
1570-1786	Letters in Organic Chemistry
0968-0810	Librarian Career Development
1466-2760	Library Consortium Management An International Journal
0737-8831	Library Hi Tech
0024-2306	Library History
0143-5124	Library Management
0024-2535	Library Review
0929-7332	Linguistics in the Netherlands
0957-6053	Logistics Information Management
0260-9576	Loss Prevention Bulletin
0893-3189	Management Communication Quarterly
0025-1747	Management Decision
0962-2519	Management Development Review
1350-5076	Management Learning
0268-6902	Managerial Auditing Journal
0960-4529	Managing Service Quality
0263-4503	Marketing Intelligence & Planning
1470-5931	Marketing Theory
1099-6621	Markup Languages Theory and Practice
1751-8342,1743-2200	Material Religion
0267-0836	Materials Science and Technology
1081-2865	Mathematics and Mechanics of Solids
1389-4633	Max Planck Yearbook of United Nations Law Online
1368-3047	Measuring Business Excellence
1537-6494	Mechanics of Advanced Materials and Structures
0163-4437	Media Culture & Society
1077-5587	Medical Care Research and Review
1573-4064	Medicinal Chemistry
1567-2034	Medicinal Chemistry Reviews - Online
0076-6097	Medieval Archaeology
1097-184X	Men and Masculinities
0941-2948	Meteorologische Zeitschrift
1090-6592	Microbial & Comparative Genomics
1356-5362	Microelectronics International
1475-262X	Middle Eastern Literatures
1404-1049	Minerals and Energy - Raw Materials Report
1389-5575	Mini-Reviews in Medicinal Chemistry
1570-193X	Mini-Reviews in Organic Chemistry
1091-5362	Molecular Urology
1387-6740	Narrative Inquiry
0027-9501	National Institute Economic Review
1096-231X	NBER/Frontiers in Health Policy Research
0077-7749	Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen
0028-3649	Neues Jahrbuch für Mineralogie - Monatshefte
1526-8748	Neurology & Clinical Neurophysiology
0307-4803	New Library World
1461-4448	New Media & Society
0078-0421	Newsletters on Stratigraphy
1475-4738	Noise Notes
0029-196X	Norsk Geologisk Tidsskrift
0029-3652	Norwegian Archaeological Review
0029-5035	Nova Hedwigia
0894-3184	Nursing Science Quarterly
1065-075X	OCLC Systems & Services
1468-4527	Online Information Review
1350-5084	Organization
0078-7191	Oxford German Studies
1463-0095	Paediatric and Perinatal Drug Therapy
0957-4190	Papillomavirus Report
1463-4449	Participation and Empowerment An International Journal
0272-6351	Particulate Science And Technology
1467-8047	Performance Measurement and Metrics
0048-3486	Personnel Review
1090-3771	Philosophy and Geography
1083-3196	Physical Therapy Reviews
0340-269X	Phytocoenologia
0944-7113	Phytomedicine
0369-9420	Pigment & Resin Technology
1473-0952	Planning Theory
1465-8011	Plastics Rubber and Composites
1098-6111	Police Quarterly
1363-951X	Policing An International Journal of Police Strategies and Management
1527-1544	Policy Politics & Nursing Practice
0090-5917	Political Theory
0079-4325	Post-Medieval Archaeology
0032-5899	Powder Metallurgy
1529-8159	Practical Failure Analysis
0360-4918	Presidential Studies Quarterly
0968-4905	Pricing Strategy and Practice
0929-9637	Primary Sensory Neuron
0264-5505	Probation Journal
0740-6959	Profession
1464-9934	Progress in Development Studies
0969-9260	Progress in Palliative Care
0309-1333	Progress in Physical Geography Earth and Environment
0263-7472	Property Management
0929-8665	Protein and Peptide Letters
0266-8734	Psychoanalytic Psychotherapy
1476-0835	Psychology and Psychotherapy Theory Research and Practice
0305-7356	Psychology of Music
1091-1421	Public Finance Review
1049-7323	Qualitative Health Research
1352-2752	Qualitative Market Research An International Journal
0968-4883	Quality Assurance in Education
0033-7250	Rabels Zeitschrift fuer auslaendisches und internationales Privatrecht
0306-3968	Race & Class
1355-2546	Rapid Prototyping Journal
1043-4631	Rationality and Society
1351-0002	Redox Report
0090-7324	Reference Services Review
0925-4757	Reinardus
0889-7182	Research and Theory for Nursing Practice
0164-0275	Research on Aging
1049-7315	Research on Social Work Practice
0048-7457	Reuse/Recycle Newsletter
0263-9904	Romance Studies
0036-0112	Rural Sociology
0346-1238	Scandinavian Actuarial Journal
0284-5717	Scandinavian Journal of Behaviour Therapy
0282-7581	Scandinavian Journal of Forest Research
1102-6480	Scandinavian Journal of Nutrition
0036-5505	Scandinavian Journal of Rehabilitation Medicine
1362-1718	Science and Technology of Welding & Joining
0967-0106	Security Dialogue
0260-2288	Sensor Review
1468-1811	Sex Education
1363-4607	Sexualities
1046-8781	Simulation & Gaming
1361-7427	Slavonica
0037-7686	Social Compass
1474-2837	Social Movement Studies
0894-4393	Social Science Computer Review
0539-0184	Social Science Information
0306-3127	Social Studies of Science
0038-0385	Sociology
0954-0911	Soldering & Surface Mount Technology
0954-0911	Soldering and Surface Mount Technology
0262-7280	South Asia Research
1524-5942	Spa Business Monthly
1206-3312	Space and Culture
0258-0543	Strategic Direction
1476-1270	Strategic Organization
1087-8572	Strategy and Leadership
1475-9217	Structural Health Monitoring
0263-080X	Structural Survey
0039-3274	Studia Neophilologica
0267-0844	Surface Engineering
0039-7679	Symbolae Osloenses
0723-2020	Systematic and Applied Microbiology
1352-7592	Team Performance Management
1530-5627	Telemedicine Journal and e-Health
1527-4764	Television & New Media
0929-9971	Terminology
0040-4969	Textile History
0363-5465	The American Journal of Sports Medicine
0275-0740	The American Review of Public Administration
1363-8483	The Antidote
0888-045X	The Bottom Line Managing Library Finances
0008-7041	The Cartographic Journal
0011-0000	The Counseling Psychologist
0264-0473	The Electronic Library
0265-2323	The International Journal of Bank Marketing
0951-354X	The International Journal of Educational Management
1534-7346	The International Journal of Lower Extremity Wounds
0261-4340	The Italianist
0021-8863	The Journal of Applied Behavioral Science
0021-9894	The Journal of Commonwealth Literature
0895-3309	The Journal of Economic Perspectives
1070-4965	The Journal of Environment & Development
0262-1711	The Journal of Management Development
1469-347X	The Marketing Review
1477-8785	Theory and Research in Education
0263-2764	Theory Culture & Society
0725-5136	Thesis Eleven
0952-8822	Third Text
0961-463X	Time & Society
1468-7976	Tourist Studies
0968-4875	Training for Quality
0020-2967	Transactions of the IMF
1363-4615	Transcultural Psychiatry
1369-0523	Twin Research
1832-4274	Twin Research and Human Genetics
0042-0859	Urban Education
1567-2700	Vascular Disease Prevention
0886-6708	Violence and Victims
1472-586X	Visual Studies
0968-3445	War in History
0309-524X	Wind Engineering
0964-9425	Women in Management Review
0730-8884	Work and Occupations
0043-8022	Work Study
1352-3074	World Class Design to Manufacture
1352-7614	World Transport Policy and Practice
0741-0883	Written Communication
0044-118X	Youth & Society
1541-2040	Youth Violence and Juvenile Justice
0044-3549	Zeitschrift fuer Theologie und Kirche
0000-0205	Tropical Parasitology
0000-1112	Journal of Musculoskeletal Diseases in Ayurveda
0000-992X	Andrew Gilmartin Review
0001-0782	Communications of the ACM
0001-1037	AEDS Journal
1533-385X,0001-1452	AIAA Journal
1547-5905,0001-1541	AIChE Journal
0001-2092	AORN Journal
2151-0059,0001-2351	Transactions of the ASAE
0001-253X	Aslib Proceedings
2192-8800,0001-2785	ATZ - Automobiltechnische Zeitschrift
0001-2793	Journal of the Australasian Universities Language and Literature Association
1399-0039,0001-2815	Tissue Antigens
0001-2890	Audio-Visual Communication Review
0001-2998	Seminars in Nuclear Medicine
0001-3714,0001-3714	Revista de Microbiologia
0001-3765,0001-3765	Anais da Academia Brasileira de Ciências
0001-4001	Chirurgie
0001-4036	Comptes rendus hebdomadaires des séances de l Académie des sciences
1948-0989,0001-4273	Academy of Management Journal
1555-628X,0001-4338	Izvestiya Atmospheric and Oceanic Physics
1573-8876,0001-4346	Mathematical Notes
1531-8508,0001-4370	Oceanology
1558-7967,0001-4826	The Accounting Review
0001-4966	The Journal of the Acoustical Society of America
1423-0062,0001-5652	Human Heredity
1572-9532,0001-7701	General Relativity and Gravitation
1710-3991,0001-771X	L Actualité économique
1438-8820,0001-7868	Aktuelle Urologie
1573-3297,0001-8244	Behavior Genetics
1090-2082,0001-8708	Advances in Mathematics
0001-8716	Advances in Molecular Relaxation Processes
1460-6976,0001-8732	Advances In Physics
1095-9084,0001-8791	Journal of Vocational Behavior
1420-8903,0001-9054	Aequationes Mathematicae
2059-6464,0001-9240	The Aeronautical Journal
0001-9259	Aeronautical Quarterly
1750-0184,0001-9720	Africa
1467-825X,0001-9844	Africa Research Bulletin Political Social and Cultural Series
1467-6346,0001-9852	Africa Research Bulletin Economic Financial and Technical Series
1527-1978,0001-9887	Africa Today
1468-2621,0001-9909	African Affairs
1937-2108,0001-9933	African Arts
0001-9992	African Historical Studies
0002-0036	African Journal of Tropical Hydrobiology and Fisheries
1469-2872,0002-0184	African Studies
1555-2462,0002-0206	African Studies Review
0002-0214	African Studies Newsletter
0002-0443	JONA The Journal of Nursing Administration
1782-138X,0002-0478	Afrique contemporaine
0002-0591,0002-0591	Afro-Ásia
1468-2834,0002-0729	Age and Ageing
0002-0974	Aging and Human Development
1881-1280,0002-1369	Agricultural and Biological Chemistry
1883-6844,0002-1407	Nippon Nōgeikagaku Kaishi
0002-1466	Agricultural Finance Review
0002-1474	The agricultural gazette of New South Wales
1533-8290,0002-1482	Agricultural History
0002-1571	Agricultural Meteorology
1588-2713,0002-1873	Agrokémia és Talajtan
0002-1881	Агрохимия
1435-0645,0002-1962	Agronomy Journal
