@id,subjects
1229-5183,[]
1229-5213,[]
1229-5310,[]
1229-537X,[]
1229-5418,[]
1229-5450,[]
1229-5515,[]
1229-5574,[]
1229-5671,[]
1229-5930,[]
1229-5949_0253-2964,[u'General Chemistry']
1229-5957,[]
1229-5965,[]
1229-6031,[]
1229-604X,[]
1229-6066,[]
1229-6074,[]
1229-6147,[]
1229-6163,[]
1229-6252,[]
1229-6309,[]
1229-6341,[]
1229-6406,[]
1229-6422,[]
1229-6465,[]
1229-6600,[]
1229-666X,[]
1229-6740,[]
1229-6775,[]
1229-6783,[]
1229-6899,[]
1229-6953,[]
1229-697X,[]
1229-6988,[]
1229-7046,[]
1229-7275,[]
1229-7291,[]
1229-7429,[]
1229-747X,[]
1229-7518,[]
1229-7526,[]
1229-7542,[]
1229-7593,[]
1229-7607,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials']"
1229-7690,[]
1229-7771,[]
1229-781X,[]
1229-7836,[]
1229-7860,[]
1229-7917,[]
1229-7925,[]
1229-795X,[]
1229-7992,[]
1229-800X,[]
1229-8255,[]
1229-828X,"[u'Business and International Management', u'Industrial relations', u'General Economics, Econometrics and Finance']"
1229-8298,[]
1229-8301,[]
1229-8328,[]
1229-8379,[]
1229-8387,[]
1229-8417_1229-8417,[]
1229-8433,[]
1229-8476,[]
1229-8484,[]
1229-8611,[]
1229-8638,[]
1229-8697,[]
1229-8778,[]
1229-893X,[]
1229-8972,[]
1229-8999,[]
1229-9111,[]
1229-9200,[]
1229-9219,[]
1229-9243,[]
1229-9286,[]
1229-9316,[]
1229-9367,"[u'Civil and Structural Engineering', u'Building and Construction', u'Metals and Alloys']"
1229-943X,[]
1229-9448,[]
1229-9456,[]
1229-9537,[]
1229-9545,[]
1229-9553,[]
1229-9618,[]
1229-9685,[]
1229-9790,[]
1229-9952,[]
1230-0780,[]
1230-1388,"[u'Animal Science and Zoology', u'Food Science']"
1230-1485_1230-1485,"[u'General Environmental Science', u'Environmental Chemistry']"
1230-2325,[]
1230-2392,[]
1230-2813,"[u'Clinical Neurology', u'Psychiatry and Mental health', u'Neurology', u'Clinical Psychology']"
1230-2945_1230-2945,[u'Civil and Structural Engineering']
1230-3429,"[u'Analysis', u'Applied Mathematics']"
1230-3496,[]
1230-3534,[]
1230-3666,"[u'Business and International Management', u'Industrial and Manufacturing Engineering', u'General Environmental Science', u'Materials Science (miscellaneous)']"
1230-3690,[]
1230-3801,[]
1230-8013,[u'General Medicine']
1231-0298,[]
1231-0344,[]
1231-4005,[]
1231-868X,[]
1232-1575,[]
1232-7174_1232-7174,[]
1232-9274,[u'General Mathematics']
1232-9630_1232-9630,[]
1233-6688,[]
1233-9687,"[u'General Medicine', u'Pathology and Forensic Medicine']"
1234-3544_1234-3544,[]
1234-432X,[]
1234-561X,[]
1234-5644,[]
1234-5678_0024-6115,[u'General Mathematics']
1234-5792,[]
1234-5865_1234-5865,[]
1234-981X_1062-7987,"[u'Geography, Planning and Development', u'Political Science and International Relations']"
1234-986X_1075-9417,[u'Ceramics and Composites']
1234-988X_1049-8931,[u'Psychiatry and Mental health']
1245-1789,[]
1246-7391,"[u'General Medicine', u'Law']"
1246-7820,"[u'Clinical Biochemistry', u'Biochemistry, medical', u'Hematology']"
1248-9204_1265-4906,[u'Surgery']
1258-780X,"[u'Pharmacology (nursing)', u'Developmental and Educational Psychology']"
1259-4792,[u'Pediatrics']
1261-694X,[u'Cardiology and Cardiovascular Medicine']
1262-3318_1292-8100,[u'Statistics and Probability']
1262-3377_1292-8119,"[u'Control and Systems Engineering', u'Computational Mathematics', u'Control and Optimization']"
1262-3636,"[u'Endocrinology', u'General Medicine', u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
1268-6034,[u'General Medicine']
1269-1763,[u'General Psychology']
1269-6935,"[u'Computer Science Applications', u'Control and Systems Engineering', u'Electrical and Electronic Engineering', u'Industrial and Manufacturing Engineering']"
1270-9638,[u'Aerospace Engineering']
1278-3218,"[u'Oncology', u'Radiology Nuclear Medicine and imaging']"
1278-3366_1278-3366,[u'Social Sciences (miscellaneous)']
1279-5127,[u'Library and Information Sciences']
1279-7960,"[u'Anesthesiology and Pain Medicine', u'Emergency Medicine', u'Emergency']"
1279-8517_0930-1038,"[u'Anatomy', u'Pathology and Forensic Medicine', u'Radiology Nuclear Medicine and imaging', u'Surgery']"
1280-4703,[]
1282-9129,[]
1283-0771,[]
1283-078X,[]
1283-0798,[]
1283-0801,[]
1283-081X,[]
1286-0050_1286-0042,"[u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics', u'Instrumentation']"
1286-0115,[u'Anatomy']
1286-4579,"[u'Immunology', u'Microbiology', u'Infectious Diseases']"
1286-4692_1286-4692,[]
1286-4854_0295-5075,[u'General Physics and Astronomy']
1286-4986_1286-4986,[]
1286-9341,[]
1286-935X,[]
1287-3349,[]
1288-3336,[]
1290-0729,"[u'General Engineering', u'Condensed Matter Physics']"
1290-3841_0764-583X,"[u'Analysis', u'Applied Mathematics', u'Modelling and Simulation', u'Numerical Analysis']"
1290-385X_0988-3754,"[u'Computer Science Applications', u'Software', u'General Mathematics']"
1290-3868_0399-0559,"[u'Computer Science Applications', u'Management Science and Operations Research', u'Theoretical Computer Science']"
1292-3036,[]
1292-895X_1292-8941,"[u'Biophysics', u'Biotechnology', u'General Chemistry', u'General Materials Science', u'Surfaces and Interfaces']"
1293-2558,"[u'General Chemistry', u'General Materials Science', u'Condensed Matter Physics']"
1293-2965,[]
1293-8505,[u'General Nursing']
1295-926X,"[u'Economics and Econometrics', u'Geography, Planning and Development']"
1296-2074,"[u'History', u'Conservation', u'Chemistry (miscellaneous)', u'Anthropology']"
1297-319X,[u'Rheumatology']
1297-3203,"[u'General Medicine', u'Orthopedics and Sports Medicine', u'Surgery']"
1297-9589,"[u'General Medicine', u'Obstetrics and Gynaecology', u'Reproductive Medicine']"
1297-966X_1286-4560,"[u'Forestry', u'Ecology']"
1297-9678_0044-8435,[u'Insect Science']
1297-9686_0999-193X,"[u'Animal Science and Zoology', u'Ecology, Evolution, Behavior and Systematics', u'Genetics', u'General Medicine']"
1297-9716_0928-4249,[u'General Veterinary']
1300-0012,[u'Anesthesiology and Pain Medicine']
1300-0861,"[u'Animal Science and Zoology', u'General Veterinary']"
1300-1337,[u'Education']
1300-1361_1300-1361,"[u'Ecology, Evolution, Behavior and Systematics', u'Nature and Landscape Conservation', u'Pollution']"
1300-1523_1300-1523,[]
1300-1744_1300-1744,[]
1300-1779,[]
1300-1868,[]
1300-2163,"[u'General Medicine', u'Psychiatry and Mental health']"
1300-2694,[]
1300-2910,[]
1300-3003_1300-3003,[]
1300-3453,"[u'Civil and Structural Engineering', u'Building and Construction']"
1300-3542_1300-3542,[]
1300-3550,[]
1300-3755,[]
1300-4050,[]
1300-4220,"[u'Earth-Surface Processes', u'Geography, Planning and Development']"
1300-4751,[]
1300-4891,[]
1300-5340,[u'Education']
1300-5766,[]
1300-6045,[u'General Veterinary']
1300-6355,[]
1300-6363,[]
1300-6622,[]
1300-686X,"[u'General Engineering', u'Applied Mathematics', u'Computational Mathematics']"
1300-7157,[]
1300-7262,[]
1300-7319,[]
1300-7416,[]
1300-7467,[u'Oncology']
1300-7475_1300-7475,[u'General Medicine']
1300-7491,[]
1300-7718,"[u'Surgery', u'Urology']"
1300-7874,[]
1300-8552,[]
1300-8757,"[u'Orthopedics and Sports Medicine', u'Rehabilitation', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1300-8773,"[u'Clinical Neurology', u'Psychiatry and Mental health', u'Biological Psychiatry']"
1300-8811,[]
1300-9036,[]
1300-9044,[]
1300-9052,[]
1300-9583_1300-9583,"[u'General Social Sciences', u'Geography, Planning and Development']"
1300-980X_1300-980X,[]
1301-0085,[]
1301-0522,[]
1301-0549,"[u'General Arts and Humanities', u'General Social Sciences']"
1301-062X,[u'Clinical Neurology']
1301-0883,[u'General Medicine']
1301-1111,[u'Agronomy and Crop Science']
1301-1308,[]
1301-1839,[]
1301-191X,[]
1301-2045,[]
1301-2894,"[u'Ecology, Evolution, Behavior and Systematics', u'Geology', u'Palaeontology', u'Stratigraphy']"
1301-3114,[]
1301-3289,[]
1301-3416,[]
1301-3688,[]
1301-370X,[]
1301-5680_1301-5680,"[u'Cardiology and Cardiovascular Medicine', u'Pulmonary and Respiratory Medicine', u'Surgery']"
1301-7985,[]
1301-8566,"[u'Archaeology', u'Archaeology']"
1301-9058,[]
1301-966X_1301-966X,[]
1301-9996,[]
1302-0064,[]
1302-0099,[]
1302-0382,[]
1302-0471,[u'General Medicine']
1302-0943,[]
1302-1265,[]
1302-1664,"[u'Clinical Neurology', u'Neurology']"
1302-1966,[]
1302-2423,[]
1302-2636,[]
1302-3160_1302-3160,[]
1302-3314,[]
1302-4612,[]
1302-4787,[]
1302-485X,[]
1302-4973,[]
1302-504X,[]
1302-5422,[]
1302-597X_1302-597X,[u'Education']
1302-633X,[]
1302-6488,[u'Education']
1302-6631,"[u'Psychiatry and Mental health', u'Phychiatric Mental Health']"
1302-6755,[]
1302-7476,[]
1302-7956,[]
1302-8324,"[u'Visual Arts and Performing Arts', u'Civil and Structural Engineering', u'Architecture', u'Urban Studies']"
1302-8944,[]
1302-9304,[]
1302-9657_1017-7833,"[u'Pharmacology (medical)', u'Psychiatry and Mental health']"
1302-9703,[]
1302-9975,[]
1303-0027,[]
1303-0094,[]
1303-0183,[]
1303-0493,[]
1303-0701,[]
1303-0876,[]
1303-099X,[]
1303-1260,[]
1303-2518_1303-2518,[]
1303-2712,"[u'Animal Science and Zoology', u'Aquatic Science']"
1303-3344,[]
1303-3735_1303-3735,[]
1303-4251,[]
1303-5002,[]
1303-5010,"[u'Algebra and Number Theory', u'Analysis', u'Geometry and Topology', u'Statistics and Probability']"
1303-5150,"[u'Cognitive Neuroscience', u'Developmental Neuroscience', u'Atomic and Molecular Physics, and Optics']"
1303-5290_1303-5290,[]
1303-5525_2146-0809,[]
1303-5851_1303-5851,[]
1303-5991_1303-5991,[]
1303-6009_1303-6009,[]
1303-6017_1303-6017,[]
1303-6025_1303-6025,[]
1303-6092_1300-0152,"[u'General Agricultural and Biological Sciences', u'Cell Biology', u'Genetics', u'Molecular Biology', u'Physiology', u'Microbiology']"
1303-6106_1300-008X,[u'Plant Science']
1303-6114_1300-0179,[u'Animal Science and Zoology']
1303-6122_1300-0101,[u'General Physics and Astronomy']
1303-6130_1300-0527,[u'General Chemistry']
1303-6149_1300-0098,[u'General Mathematics']
1303-6165_1300-0144,[u'General Medicine']
1303-6173_1300-011X,"[u'Food Science', u'Forestry', u'Ecology']"
1303-6181_1300-0128,[u'General Veterinary']
1303-619X_1300-0985,[u'General Earth and Planetary Sciences']
1303-6203_1300-0632,"[u'General Computer Science', u'Electrical and Electronic Engineering']"
1303-6289_0304-4793,[]
1303-6343_1303-6343,[]
1303-6610,[]
1303-734X,"[u'Public Health, Environmental and Occupational Health']"
1303-7757,[]
1303-829X_0250-4685,"[u'Biochemistry', u'Clinical Biochemistry', u'Molecular Biology', u'Biochemistry, medical']"
1303-8303,[]
1304-0057,[]
1304-0235,[]
1304-0243,[]
1304-0278,[]
1304-1088_1304-1096,[]
1304-2440,[]
1304-284X_1304-284X,[]
1304-334X,[]
1304-3897_1304-3897,[u'General Medicine']
1304-3900,[]
1304-4915_1300-1884,"[u'General Engineering', u'Architecture']"
1304-5482_1304-5482,[]
1304-6020,"[u'Applied Psychology', u'Education']"
1304-6918,[]
1304-7361,"[u'Critical Care and Intensive Care Medicine', u'Emergency Medicine']"
1304-7582,[]
1304-7590,[]
1304-7639_1304-7639,[]
1304-7787,[]
1304-8503_1304-8503,[]
1304-8783,[]
1304-9054,"[u'Pediatrics, Perinatology, and Child Health']"
1304-9399_1301-1197,[]
1305-0028,[]
1305-0060,[]
1305-0397,[]
1305-1385_1305-130X,[]
1305-2020,[]
1305-2411,[]
1305-3124_1300-5251,[]
1305-3299_0896-6346,"[u'History', u'Economics and Econometrics', u'Sociology and Political Science', u'Cultural Studies']"
1305-3515,[u'Education']
1305-3612_1305-3825,"[u'Cardiology and Cardiovascular Medicine', u'Radiology Nuclear Medicine and imaging']"
1305-4732,[]
1305-4740,[]
1305-4953,[]
1305-5194,"[u'Pediatrics, Perinatology, and Child Health', u'Surgery']"
1305-5208,[]
1305-5550,[u'Anesthesiology and Pain Medicine']
1305-5577,[]
1305-614X_1304-0871,[]
1305-6441_1305-6433,[]
1305-7073,[]
1305-7456,[u'General Dentistry']
1305-7693_1305-7707,"[u'Infectious Diseases', u'Pediatrics, Perinatology, and Child Health']"
1305-8223_1305-8215,"[u'Applied Mathematics', u'Education']"
1305-905X_1305-9076,[]
1305-9327_1305-9319,[u'General Medicine']
1305-970X,[]
1306-133X,"[u'Hematology', u'Oncology']"
1306-3065,"[u'General Engineering', u'General Environmental Science', u'Education']"
1306-3111,[]
1306-4126,[]
1306-6048,[]
1306-6730,[]
1306-732X,[]
1306-7850,[]
1306-7885,[]
1306-8075,[]
1307-1416_1018-1911,[]
1307-2048,[]
1307-2080,[u'Pharmaceutical Science']
1307-234X,[]
1307-279X,[]
1307-3818,[]
1307-394X_1307-394X,[]
1307-4474,[]
1307-4504,[]
1307-5063,[]
1307-5500,[]
1307-6086_1307-6086,[]
1307-6167,"[u'Plant Science', u'Organic Chemistry', u'Drug Discovery', u'Pharmacology']"
1307-6175,[u'Organic Chemistry']
1307-6183,[]
1307-6205,[]
1307-699X,[]
1307-7945_1306-696X,"[u'Anesthesiology and Pain Medicine', u'Emergency Medicine', u'Surgery']"
1307-9441,[]
1307-9581,[]
1307-9778,[]
1307-9840,[]
1307-9859_1307-9832,[]
1307-9867,"[u'General Agricultural and Biological Sciences', u'General Biochemistry, Genetics and Molecular Biology', u'General Environmental Science']"
1308-0032_1302-8723,[u'Cardiology and Cardiovascular Medicine']
1308-0830,[]
1308-0865_1309-9833,[]
1308-0911_1302-3284,[]
1308-1659,[]
1308-2140,[]
1308-2523_0377-9777,"[u'Infectious Diseases', u'Microbiology (medical)', u'Public Health, Environmental and Occupational Health', u'Infectious Diseases', u'Microbiology (medical)', u'Public Health, Environmental and Occupational Health']"
1308-2698,[]
1308-3198_1308-3198,[]
1308-4445,[]
1308-4488_1016-5169,[u'Cardiology and Cardiovascular Medicine']
1308-4631_1300-5804,[u'Urology']
1308-4658_1300-610X,[]
1308-5107,[]
1308-5123_1302-7123,[]
1308-5255_1307-7635,[u'Dermatology']
1308-5263_1300-7777,[u'Hematology']
1308-5271_1307-1068,"[u'Infectious Diseases', u'Pediatrics, Perinatology, and Child Health']"
1308-5298,[]
1308-531X_1303-6637,[]
1308-5387_1302-7808,[u'Pulmonary and Respiratory Medicine']
1308-5549,[]
1308-5581,"[u'Developmental and Educational Psychology', u'Education']"
1308-5735_1308-5727,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism', u'Pediatrics, Perinatology, and Child Health']"
1308-6200,[]
1308-6278_1306-0015,"[u'Pediatrics, Perinatology, and Child Health']"
1308-6316_1302-0234,"[u'Rehabilitation', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1308-6529_1300-7688,[]
1308-6553,[]
1308-6693,[]
1308-6944,[]
1308-7177_1308-7177,[]
1308-7363_1308-7363,[]
1308-738X,[]
1308-7517,[]
1308-8122_0406-3597,[]
1308-8459_1307-8798,[]
1308-8475,[]
1308-8491_1302-9940,[]
1308-8521_1300-0705,[u'Surgery']
1308-8734_1308-8742,[u'General Medicine']
1308-8769_1308-8750,[]
1308-9161,[]
1308-9234,[]
1308-9552,[]
1308-9773_1302-5856,[]
1308-9846_1301-2193,"[u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
1308-9889_1300-2945,[]
1309-0267,[]
1309-0313_1305-8282,"[u'Orthopedics and Sports Medicine', u'Rehabilitation', u'Surgery']"
1309-0348_1309-1506,[]
1309-0380_1309-0399,[u'Obstetrics and Gynaecology']
1309-0550,[]
1309-0674_1309-0658,"[u'Psychiatry and Mental health', u'Biological Psychiatry']"
1309-0712,[]
1309-0801,"[u'Pharmacology (medical)', u'General Pharmacology, Toxicology and Pharmaceutics']"
1309-1042_1309-1042,"[u'Atmospheric Science', u'Pollution', u'Waste Management and Disposal']"
1309-1123,[]
1309-1247,[]
1309-128X_1309-128X,[]
1309-1387,[]
1309-1484_1301-143X,"[u'Infectious Diseases', u'Microbiology (medical)']"
1309-1581_1309-1581,[]
1309-1719_1309-1786,[]
1309-1743,[]
1309-1751_1309-1751,[]
1309-1859_1309-1859,[]
1309-2014_1309-0720,[u'General Medicine']
1309-2030,[]
1309-2057,[]
1309-2235,[]
1309-2448,[]
1309-2707,[]
1309-3452,[]
1309-3568,[]
1309-3630,[]
1309-3878_1309-3878,[]
1309-3983,[]
1309-4181_1303-2399,[]
1309-4246,[]
1309-4262,[]
1309-4289,[]
1309-4424,[]
1309-4572,[]
1309-4653,[]
1309-4688,[]
1309-4866_1300-0667,"[u'Psychiatry and Mental health', u'General Neuroscience']"
1309-5102,[]
1309-5471,[]
1309-5730_1018-5615,[u'Pathology and Forensic Medicine']
1309-5749_1018-8681,"[u'Clinical Neurology', u'Psychiatry and Mental health']"
1309-5803,[]
1309-6222_1309-1689,[u'Critical Care and Intensive Care Medicine']
1309-6257_0535-8418,[]
1309-6265,[]
1309-6273_1300-3070,[]
1309-6338_1301-8752,[]
1309-6575_1309-6575,[]
1309-6591,[]
1309-6621_1309-8578,[]
1309-6745_1309-6680,"[u'Clinical Neurology', u'Pediatrics, Perinatology, and Child Health', u'Radiology Nuclear Medicine and imaging']"
1309-6834,[]
1309-6915,[]
1309-7202,[]
1309-7423,[]
1309-8543_1309-5110,[]
1309-8810,[]
1309-8845_1305-760X,[u'Emergency Medicine']
1309-9108,"[u'Social Sciences (miscellaneous)', u'Education']"
1309-9175,[]
1309-9469_1309-9469,[]
1309-9566_2146-2372,[]
1309-9876,[]
1309-9914,[]
1311-0160_1311-0160,"[u'Genetics', u'Genetics(clinical)']"
1311-2872_1311-2872,[]
1312-2517,"[u'Nephrology', u'Transplantation']"
1312-2622,[]
1312-773X,[]
1313-2652_1313-2644,[u'Environmental Science (miscellaneous)']
1313-2970_1313-2989,"[u'Animal Science and Zoology', u'Ecology, Evolution, Behavior and Systematics']"
1313-3543_1311-1477,[u'General Veterinary']
1313-3551_1312-1723,[]
1313-3705,[]
1313-888X,[]
1313-9053,[]
1314-0744,[]
1314-1929_1310-392X,"[u'General Biochemistry, Genetics and Molecular Biology', u'General Medicine']"
1314-2003_1314-2011,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science']"
1314-2119_0861-5160,[]
1314-2143_0204-8043,[u'General Medicine']
1314-2224_1311-0454,"[u'Analysis', u'Applied Mathematics']"
1314-2488_1619-0033,"[u'Animal Science and Zoology', u'Aquatic Science', u'Ecology, Evolution, Behavior and Systematics', u'Insect Science', u'Plant Science', u'Ecological Modelling', u'Ecology', u'Animal Science and Zoology', u'Aquatic Science', u'Ecology, Evolution, Behavior and Systematics', u'Insect Science', u'Plant Science', u'Ecological Modelling', u'Ecology']"
1314-2607_1070-9428,"[u'Ecology, Evolution, Behavior and Systematics', u'Insect Science']"
1314-2615_1768-1448,[u'Soil Science']
1314-2828_1314-2836,[]
1314-3301_1314-6947,[u'Nature and Landscape Conservation']
1314-3395_1311-8080,"[u'General Mathematics', u'Applied Mathematics']"
1314-3530_1310-2818,[u'Biotechnology']
1314-4049_1314-4057,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science']"
1314-4081_1314-4081,[u'General Computer Science']
1314-412X_1313-8820,[]
1314-6408_0582-3250,[]
1314-7218_1314-684X,[]
1314-7374,[]
1314-7536_1312-7594,[]
1314-7544_1312-7586,[]
1314-7552_1312-885X,[u'Applied Mathematics']
1314-7560_1314-751X,[]
1314-7579_1312-8876,[u'General Mathematics']
1314-7587,[]
1314-7595_1312-8868,[]
1314-7609_1313-1311,"[u'Mathematical Physics', u'General Physics and Astronomy']"
1314-7617,[]
1314-7625_1313-6550,[]
1314-7633,[]
1314-7641_1313-6569,"[u'Fluid Flow and Transfer Processes', u'Computer Networks and Communications', u'General Engineering', u'Health, Toxicology and Mutagenesis', u'General Materials Science', u'Social Sciences (miscellaneous)', u'Fluid Flow and Transfer Processes', u'Computer Networks and Communications', u'General Engineering', u'Health, Toxicology and Mutagenesis', u'General Materials Science', u'Social Sciences (miscellaneous)']"
1314-765X_1314-765X,[]
1314-7668_1313-9495,[]
1314-7676_1314-7528,[]
1314-7684,[]
1314-7781_1314-7129,[]
1314-7986,[]
1314-8060_1311-1728,[]
1314-8710_1314-8710,"[u'Computational Mechanics', u'Mechanical Engineering', u'Modelling and Simulation']"
1314-8796_1314-8788,[]
1318-4458_1318-4458,"[u'Dermatology', u'Infectious Diseases']"
1319-0164,"[u'Pharmaceutical Science', u'Pharmacology']"
1319-1241,[]
1319-1578,[u'General Computer Science']
1319-1608,[]
1319-1616,[]
1319-1624,[]
1319-2442,[u'General Medicine']
1319-3767,[u'Gastroenterology']
1319-4534,[u'Ophthalmology']
1319-5166,[]
1319-562X,[u'General Agricultural and Biological Sciences']
1319-6103,[u'General Chemistry']
1319-6308,[]
1320-0968,[]
1321-5906,[]
1321-7348,"[u'Accounting', u'Finance']"
1322-7696,[u'General Nursing']
1323-1650,"[u'Aquatic Science', u'Ecology, Evolution, Behavior and Systematics', u'Oceanography', u'Ecology']"
1323-5761,[]
1323-577X,[]
1323-6903,[]
1324-4272,[]
1325-4340_2205-4952,[]
1326-2238_1449-8618,"[u'Business, Management and Accounting (miscellaneous)', u'Human-Computer Interaction', u'Information Systems', u'Information Systems and Management', u'Business, Management and Accounting (miscellaneous)', u'Human-Computer Interaction', u'Information Systems', u'Information Systems and Management']"
1326-4966,[u'General Energy']
1326-5377_0025-729X,[u'General Medicine']
1327-2020_0312-8962,"[u'General Business, Management and Accounting', u'General Business, Management and Accounting']"
1328-7265,[u'Information Systems']
1329-1440_2202-7904,[]
1330-0598,"[u'History', u'Archaeology', u'Literature and Literary Theory', u'Visual Arts and Performing Arts', u'Archaeology', u'Cultural Studies']"
1330-0695,"[u'Language and Linguistics', u'Linguistics and Language']"
1330-0768,[]
1330-0822,[]
1330-0946,[]
1330-5301,[]
1330-7134,[]
1331-3878,[u'History']
1331-4343,"[u'General Mathematics', u'Applied Mathematics']"
1331-8055_0372-5480,[u'General Veterinary']
1331-9264,[u'General Psychology']
1332-8166_0353-9504,[u'General Medicine']
1332-9049,"[u'Agronomy and Crop Science', u'Animal Science and Zoology']"
1333-4417,[]
1333-4875_1330-030X,"[u'Earth and Planetary Sciences (miscellaneous)', u'Geology', u'General Earth and Planetary Sciences', u'General Environmental Science']"
1333-9095_0350-2465,[u'Civil and Structural Engineering']
1333-9303_1333-4263,[]
1334-2606_1330-9862,"[u'Food Science', u'Biotechnology', u'General Chemical Engineering', u'Industrial and Manufacturing Engineering']"
1334-417X_0011-1643,[u'General Chemistry']
1334-4676_1334-4684,[]
1334-9090_0022-9830,"[u'General Chemical Engineering', u'General Chemistry']"
1335-8421_1335-8421,[]
1335-8871,"[u'Biomedical Engineering', u'Control and Systems Engineering', u'Instrumentation']"
1335-9096,[]
1335-9150,"[u'Computational Theory and Mathematics', u'Computer Networks and Communications', u'Hardware and Architecture', u'Software']"
1336-0329_1210-0668,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism']"
1336-0345,[]
1336-2305_0001-723X,"[u'Virology', u'General Medicine', u'Infectious Diseases']"
1336-5835_1336-5835,[]
1336-5967_1336-5967,[]
1336-7307,[]
1336-8052_1335-0552,[u'Geology']
1336-8605,[]
1336-9075_0366-6352,"[u'Biochemistry', u'General Chemical Engineering', u'General Chemistry', u'Industrial and Manufacturing Engineering', u'Materials Chemistry', u'Biochemistry', u'General Chemical Engineering', u'General Chemistry', u'Industrial and Manufacturing Engineering', u'Materials Chemistry', u'Biochemistry', u'General Chemical Engineering', u'General Chemistry', u'Industrial and Manufacturing Engineering', u'Materials Chemistry', u'Biochemistry', u'General Chemical Engineering', u'General Chemistry', u'Industrial and Manufacturing Engineering', u'Materials Chemistry']"
1336-9083_0440-6605,"[u'Animal Science and Zoology', u'Parasitology']"
1336-9180_1336-9180,[]
1336-9245,[]
1336-9253,[]
1336-9261,[]
1336-9563_0006-3088,"[u'Animal Science and Zoology', u'Ecology, Evolution, Behavior and Systematics', u'Plant Science', u'Biochemistry', u'Cell Biology', u'Genetics', u'Molecular Biology']"
1337-0960_1338-0230,[u'Food Science']
1337-2211_0139-9918,[u'General Mathematics']
1337-401X_1210-3055,"[u'Philosophy', u'Law', u'Sociology and Political Science']"
1337-7493_1337-7493,[]
1337-7590_1337-7590,[]
1337-8384_1337-8384,"[u'Language and Linguistics', u'Philosophy', u'Linguistics and Language']"
1337-8740_1337-8740,"[u'History', u'Philosophy', u'Religious studies']"
1337-9038_1337-9038,[]
1337-9291_1337-9291,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language', u'Cultural Studies']"
1337-9453_1337-9453,[]
1337-947X,[]
1337-9569_1337-6853,"[u'Health, Toxicology and Mutagenesis', u'Pharmacology', u'Toxicology', u'Health, Toxicology and Mutagenesis', u'Pharmacology', u'Toxicology']"
1337-978X_1337-978X,[]
1338-0532_1336-1589,[]
1338-0540_1335-2806,[u'Geophysics']
1338-1156_1335-1532,[u'Metals and Alloys']
1338-2144_1338-1563,[]
1338-2292,[]
1338-3957_1335-8243,[]
1338-4287_0021-5597,"[u'Language and Linguistics', u'Linguistics and Language']"
1338-4295_0323-1046,[u'Forestry']
1338-4317_0028-2685,[u'Cancer Research']
1338-4325_0231-5882,"[u'Biophysics', u'Physiology', u'General Medicine']"
1338-4376_0551-3677,"[u'Agronomy and Crop Science', u'Horticulture', u'Plant Science', u'Soil Science', u'Agronomy and Crop Science', u'Horticulture', u'Plant Science', u'Soil Science']"
1338-449X_1338-4430,[]
1338-4872_1338-4872,[]
1338-5178,[]
1338-5259,[]
1338-5267_1335-2555,[]
1338-5283_1338-4465,[]
1338-6786_0301-2298,"[u'Pharmacology (medical)', u'General Pharmacology, Toxicology and Pharmaceutics']"
1338-6891_1338-6891,[]
1338-6905_1338-6905,"[u'Food Science', u'Biotechnology', u'Analytical Chemistry', u'Health, Toxicology and Mutagenesis']"
1338-7014,[]
1338-7227_1337-3463,[]
1338-7278_1338-7278,[]
1338-984X_1335-1745,"[u'Management of Technology and Innovation', u'Strategy and Management']"
1339-2972_1335-7972,[]
1339-3057_1339-3057,[]
1339-3367_1338-8339,[]
1339-4363,[]
1339-4533,[]
1339-4584,[]
1339-5629_1339-5629,[]
1339-682X,[]
1339-7877,[]
1339-8474,[]
1339-9055_1339-8660,[]
1339-9802,[]
1341-1667,"[u'Physical Therapy, Sports Therapy and Rehabilitation']"
1341-8076_1341-8076,[u'Obstetrics and Gynaecology']
1342-1670_1342-1670,[]
1342-937X,[u'Geology']
1344-0241,[u'Orthodontics']
1344-3941_1344-3941,"[u'General Agricultural and Biological Sciences', u'General Medicine']"
1344-6223,"[u'Pathology and Forensic Medicine', u'Issues, ethics and legal aspects']"
1345-8647,[]
1346-5260,[]
1346-7421_0468-2513,[]
1346-8030_1346-0714,"[u'Artificial Intelligence', u'Software']"
1346-8138_0385-2407,"[u'General Medicine', u'Dermatology']"
1347-0442_1347-6297,[u'Biochemistry']
1347-0558,[u'Animal Science and Zoology']
1347-1597_0021-7298,[]
1347-2852_1346-7581,"[u'Arts and Humanities (miscellaneous)', u'Civil and Structural Engineering', u'Building and Construction', u'Architecture', u'Cultural Studies', u'Arts and Humanities (miscellaneous)', u'Civil and Structural Engineering', u'Building and Construction', u'Architecture', u'Cultural Studies']"
